LATITUDE,LONGITUDE,MatchType,NumMatch,AccountName,Address,City,State,Zip,Phone,Operating Times,Website,Accepting mentee referrals,Person Accepting Mentee Referrals,Person Accepting Mentee Referrals Email,Accepting volunteer referrals,Person Accepting Volunteer Referrals,Person Accepting Volunteer ReferralEmail,MenteeType,Gender of Mentees,Desired Gender of Mentors,Number of Mentees,Number of Mentors,VISTA Host Site,Current Status,GeographicArea
37.5405,-77.4339,ExactMatch,Exact,Richmond Public Schools Office of Community Partnerships,301 North Ninth Street,Richmond,Virginia,23219,(804) 819-4382,Monday-Thursday during school hours,http://newweb.richmond.k12.va.us/,Yes,,,No,Sandra Wheeler,,Adjudicated/court involved; Foster Care; Gang at-risk; General Youth Population; Gifted & Talented; Immigrant and/or refugee; Incarcerated Parent; Low Income; Parent involved in the military,,,1000,1000,,Active Youth Mentoring Program,Central Virginia
37.666,-77.6136,ExactMatch,Exact,Under Our Wings,4701 Pouncey Tract Rd,Glen Allen,Virginia,23059,(804) 364-0837,During schools hours twice a month. Group sessions once a month.,http://blogs.henrico.k12.va.us/shortpumpms/,No,,,No,,,General Youth Population; Low Income; Youth with Disabilities,,,18,18,,Active Youth Mentoring Program,Central Virginia
37.536,-77.4314,ExactMatch,Exact,Great Expectations,101 N. 14th Street,Richmond,Virginia,23219,(804) 819-4950,,http://greatexpectations.vccs.edu/give/program-overview-history/,Yes,Allyson Roberts,aroberts@vccs.edu,Yes,Allyson Roberts,aroberts@vccs.edu,Foster Care,,,110,110,2013-2014; 2014-2015,Active Youth Mentoring Program,Statewide
37.53673436,-77.43248279,ExactMatch,Exact,State Resource Mothers Program,"109 Governor Street, 8th Fl.",Richmond,Virginia,23219,(804) 864-7673,,,Yes,,,Yes,,,Pregnant/Parenting,Female,,102,6,,Active Youth Mentoring Program,Statewide
37.662375,-77.484625,ExactMatch,Exact,Henrico Heroes,2204 Mountain Road,Henrico,Virginia,23060,(804) 261-5070,Once a week for one hour during school hours.,www.henrico.k12.va.us,Yes,Kim Dupre,kmdupre@henrico.k12.va.us,Yes,Kim Dupre,kmdupre@henrico.k12.va.us,Adjudicated/court involved; Foster Care; Gang at-risk; Gang involved; General Youth Population; Gifted & Talented; GLBT Youth; Immigrant and/or refugee; Incarcerated Parent; Low Income; Parent involved in the military; Pregnant/Parenting; Runaway/Homeless; Youth with Disabilities,,,1100,950,2014-2015,Active Youth Mentoring Program,Central Virginia
37.2345,-77.4208,ExactMatch,Exact,Virginia State University Algebra Project,1 Hayden St.,Petersburg,VA,23806,(804) 524-6709,,www.vsu.edu,No,Ann-Marie Turnage,,Yes,Ann-Marie Turnage,aturnage@vsu.edu,General Youth Population,,,20,9,2013-2014,Active Youth Mentoring Program,Central Virginia
37.5456,-77.45427244,ExactMatch,Exact,VCU Counselor Education,1015 W Main Street,Richmond,VA,23284-2020,(804) 827-2632,"1 hour per week either during the school day, at lunch or after school",http://www.soe.vcu.edu/academics/ce/index.html,No,,,No,,,Foster Care; General Youth Population; Gifted & Talented; Low Income; Youth with Disabilities,,,45,45,,Active Youth Mentoring Program,Central Virginia
37.54855025,-77.46345329,ExactMatch,Exact,SOHO: Space Of Her Own Richmond,1812 West Main Street,Richmond,Virginia,23220,(804) 353-0094 x 252,Matches meet for 3 hours a week for 22 weeks. Historically matches meet on Thursday evenings from 4:00-7:00PM. The program runs roughly from the end of October until May. Mentors commit to additional time for scheduled leadership training with our leaders,http://visarts.org/classes/outreach-programs/soho-space-of-her-own/,Yes,,jordanroeder@visarts.org,No,,,Adjudicated/court involved; Low Income,Female,Female,12,12,,Active Youth Mentoring Program,Central Virginia
37.3738,-77.50587356,ExactMatch,Exact,Communities in Schools of Chesterfield,"10107 Krause Road, Suite 202",Chesterfield,Virginia,23832,(804) 717-9305,School hours,http://www.cisofchesterfield.org/contact-us.aspx,No,,,Yes,Jay Swedenborg,jay_swedenborg@ccpsnet.net,Foster Care; Gang at-risk; General Youth Population; GLBT Youth; Incarcerated Parent; Low Income; Youth with Disabilities,,,150,150,,Active Youth Mentoring Program,Central Virginia
37.55193116,-77.45060954,ExactMatch,Exact,VCU AmeriCorps and America Reads,1103 West Marshall Street,Richmond,Virginia,23284-3034,(804) 827-1907,,http://www.community.vcu.edu/solutions/americorps/,No,,,Yes,Jenny Callear,vcuamericorpsrecruit@gmail.com,General Youth Population; Low Income,,,222,49,,Active Youth Mentoring Program,Central Virginia
37.5657,-77.444,ExactMatch,Exact,"Real Fathers, Real Men",2500 Chamberlayne Avenue,Richmond,Virginia,23222,(888) 400-0198,Flexible Evenings and Weekends,www.realfathersrealmen.org,Yes,Pamela Boyd,realfathersrealmen@gmail.com,Yes,Pamela Boyd,realfathersrealmen@gmail.com,Adjudicated/court involved; Foster Care; Gang at-risk; General Youth Population; Gifted & Talented; Immigrant and/or refugee; Incarcerated Parent; Low Income; Parent involved in the military,Male,Male,25,10,,Active Youth Mentoring Program,Central Virginia
37.25438835,-77.4095065,ExactMatch,Exact,Kids Achieving Progress,201 James Avenue,Colonial Heights,Virginia,23834,(804) 520-9286,September-May 2:30-5:30,http://www.colonial-heights.com/YouthKAP.htm,No,Becca Lynch,,Yes,Becca Lynch,lynchb@colonial-heightsva.gov,General Youth Population; Low Income,,,80,50,,Active Tutor-Mentor Program,Central Virginia
